"Timestamp","Name, Address, Country"
"2022/05/12 7:42:03 AM AST","Zulyslunchandgrill, C. 26, Barquisimeto, Lara"
"2022/05/12 7:47:21 AM AST","Ferremetale.l, C.A, Barquisimeto, Lara"
"2022/05/12 7:47:38 AM AST","Gamersstationbqto, Avenida Carabobo, Barquisimeto, Lara"
"2022/05/12 7:50:53 AM AST","Bodega la 30, Barquisimeto, Lara"
"2022/05/12 7:51:24 AM AST","Only Tech, Centro de Economía Comunal Manuelita Saenz, Bulevar de Sabana Grande, Caracas, Distrito Capital"
"2022/05/12 7:51:53 AM AST","Gaby Technology, Centro de Economía Comunal Manuelita Saenz, Bulevar de Sabana Grande, Caracas, Distrito Capital"
"2022/05/12 7:53:53 AM AST","ArepaTrekking, Santa Lucía, Miranda"
"2022/05/12 7:54:16 AM AST","Qoholet C.A., 41, Caracas, Distrito Capital"
"2022/05/12 7:54:34 AM AST","Soul Rebel Moda, Caracas, Distrito Capital"
"2022/05/12 7:56:04 AM AST","11:11 Sport Bar Restaurant, Barquisimeto, Lara"
"2022/05/12 7:56:28 AM AST","Mr mascotas, planta baja cc.trinitarias, local 25g, Barquisimeto, Lara"
"2022/05/12 7:56:43 AM AST","Multiservicios Barreto, Barquisimeto, Lara"
"2022/05/12 7:58:32 AM AST","Comercial Marinera C.A, de, Avenida Principal, Catia La Mar, La Guaira"
"2022/05/12 7:59:06 AM AST","Sinaí Market, Primera Transversal, Caracas, Miranda"
"2022/05/12 8:03:27 AM AST","Bodegón Los Tesoros de Papá, Barquisimeto 3001, Lara"
"2022/05/12 8:04:13 AM AST","Beauty Shop, Guanare 3350, Portuguesa"
"2022/05/12 8:04:38 AM AST","abasto alvarez c.a. barquisimeto 3001 lara"
"2022/05/12 8:07:23 AM AST","Pizzas Rafucho, Los Próceres, Guanare, Portuguesa"
"2022/05/12 8:07:53 AM AST","antojitos guanare portuguesa"
"2022/05/12 8:08:06 AM AST","Pidiendo y Comiendo Pizzeria, casa 74 C. 9, Guanare, Portuguesa"
"2022/05/12 8:14:24 AM AST","POSADA VILLA DEL CARMEN, Calle 1, Catia La Mar 1162, La Guaira"
"2022/05/12 8:14:42 AM AST","La caridad fresco market, Maiquetía, La Guaira"
"2022/05/12 8:14:52 AM AST","Vaporhot vzla, Avenida Principal de Playa Grande, Catia La Mar, La Guaira"
