"Timestamp","Name, Address, Country"
"2022/05/11 3:54:19 PM AST","Heladería FRUT CREAM, casa, Avenida Simón Bolívar, Guanare, Portuguesa"
"2022/05/11 3:55:14 PM AST","Agro Ferreganga Jusdan, Guanare, Portuguesa"
"2022/05/11 3:59:52 PM AST","Ferretería Frando, casa, Avenida Simón Bolívar, Guanare, Portuguesa"
"2022/05/11 4:00:19 PM AST","Pollo a la Broaster ""Mi Comida"", San Juan de Los Morros 2301, Guárico"
"2022/05/11 4:00:47 PM AST","Licoreria Cañazo, Av. El Ejército, Catia La Mar 1162, La Guaira"
"2022/05/11 4:01:56 PM AST","Materiales La Lucha, Av. La Armada, Catia La Mar 1162, La Guaira"
"2022/05/11 4:02:22 PM AST","Materiales La Lucha, Av. La Armada, Catia La Mar 1162, La Guaira"
"2022/05/11 4:02:49 PM AST","El Parador de la Empanada, Av. Balneario, Catia La Mar 1162, La Guaira"
"2022/05/11 4:03:17 PM AST","Chichi Burguer, Av. Balneario, Catia La Mar 1162, La Guaira"
"2022/05/11 4:04:08 PM AST","Rismary Fashion, Av. Balneario, Catia La Mar 1162, La Guaira"
"2022/05/11 4:04:59 PM AST","El Rey de la Hamburguesa, Av. Balneario, Catia La Mar 1162, La Guaira"
"2022/05/11 4:05:24 PM AST","Carne en Vara la Mulata, Troncal11, San Juan de Los Morros, Guárico"
"2022/05/11 4:06:42 PM AST","El Rey de la Hamburguesa, Av. Balneario, Catia La Mar 1162, La Guaira"
"2022/05/11 4:09:22 PM AST","El Rey de la Hamburguesa, Av. Balneario, Catia La Mar 1162, La Guaira"
"2022/05/11 4:11:20 PM AST","La Masion del Sabor Comercializadora C.A, Barquisimeto, Lara"
"2022/05/11 4:11:50 PM AST","ImichuStore, Barquisimeto, Lara"
"2022/05/11 4:13:20 PM AST","Signos Spa, C. B, Barquisimeto, Lara"
"2022/05/11 4:13:46 PM AST","Reigo C.A., al inicio, Avenida Unda, Guanare, Portuguesa"
"2022/05/11 4:14:05 PM AST","Titanium autoparts ca, Calle 25, Barquisimeto, Lara"
"2022/05/11 4:26:08 PM AST","Isabel Modas Boutique, Caracas, Distrito Capital"
"2022/05/11 4:26:21 PM AST","Comercio Global AG c.a, Qta Cri-Cri, Avenida Washington, Caracas, Distrito Capital"
"2022/05/11 4:26:33 PM AST","Kari's Dulce C.A, Av. Principal de El Hatillo, Caracas, Miranda"
"2022/05/11 4:30:10 PM AST","DISTRIBUIDORA LA JOYA 2000, C.A., Caracas, Miranda"
"2022/05/11 4:30:50 PM AST","El Criollito Sanchez, Guanare, Portuguesa"
"2022/05/11 4:31:04 PM AST","YC One Detail, Caracas, Distrito Capital"
"2022/05/11 4:34:53 PM AST","Acrílicos pintacatia ca, 5 Av. Balneario, Catia La Mar 1162, La Guaira"
"2022/05/11 4:35:59 PM AST","Carnicería y Charcutería Ña Carmen c.a., Calle 24, Guanare, Portuguesa"
"2022/05/11 4:36:20 PM AST","El POTY, Barquisimeto, Lara"
