"Timestamp","Name, Address, Country"
"2022/05/14 7:15:28 PM AST","Autopartes Bencarmotor, Calle 6, San Cristóbal, Táchira"
"2022/05/14 7:16:38 PM AST","Inversiones Cleoribet, C.A., Caracas, Distrito Capital"
"2022/05/14 7:17:01 PM AST","Di Catia Pizza,C.A., Caracas, Distrito Capital"
"2022/05/14 7:17:21 PM AST","Repuestos Guayas Car's, Carrera 6 Bis, San Cristóbal, Táchira"
"2022/05/14 8:33:19 PM AST","Mesón de Pita Restaurante, Caracas, Miranda"
"2022/05/14 8:33:41 PM AST","Molise Bistro, Caracas, Distrito Capital"
"2022/05/14 8:34:02 PM AST","Kiosco Ortega- M, Avenida Universidad, Caracas, Distrito Capital"
"2022/05/14 8:34:36 PM AST","Santa Barbara, C.A, Caracas, Distrito Capital"
"2022/05/14 8:35:03 PM AST","Emprendedora Jj 2017, C.A, Kiosco N°13, Calle Mucuchíes, Caracas, Miranda"
"2022/05/14 8:35:30 PM AST","Cafetin con sabor chacaro, Calle 5 Bis, San Cristóbal, Táchira"
"2022/05/14 8:35:52 PM AST","Auto repuestos Canmar, Calle5, San Cristóbal 5001, Táchira"
"2022/05/14 8:36:07 PM AST","Inversiones García Guzman, C.A., Caracas, Distrito Capital"
"2022/05/14 8:36:24 PM AST","Quincalla y Ferretería Zapata, C.A., Caracas, Distrito Capital"
"2022/05/14 8:36:41 PM AST","Fotocopias Marbelia, C.A, Caracas, Distrito Capital"
"2022/05/14 8:37:01 PM AST","Kiosko Raysol, Avenida Principal de las Mercedes, Caracas, Miranda"
"2022/05/14 8:37:16 PM AST","AMD Computer Shop, Caracas, Distrito Capital"
"2022/05/14 8:37:31 PM AST","Comercializadora somos sazón k.y,c.a, Caracas, Distrito Capital"
"2022/05/14 8:38:04 PM AST","Foto Relampago C.A., Zona Postal, Avenida Oeste 8 Bis, Caracas, Distrito Capital"
"2022/05/14 8:38:28 PM AST","Inv. Di-Quesos 2000, Avenida Sur 2, Caracas, Distrito Capital"
"2022/05/14 8:39:30 PM AST","MOTORCYCLES LOS ANDES, al M. Publico, Prolongacion de la 5ta avenida , edificio Maxicol local 1 al lado de bicicletas, 5ta. Av ""Francisco García de Hevia"", San Cristóbal 5001, Táchira"
"2022/05/14 8:39:41 PM AST","Kiosko lorena, Avenida Fuerzas Armadas, Caracas, Distrito Capital"
"2022/05/14 8:39:58 PM AST","Joyas Juan del Gaudio, Caracas, Miranda"
"2022/05/14 8:40:14 PM AST","Thaina Jeans, Caracas, Distrito Capital"
"2022/05/14 8:40:31 PM AST","Burger Center, Caracas, Distrito Capital"
"2022/05/14 8:41:28 PM AST","La botanita mexicana, Avenida Baralt, Caracas, Distrito Capital"
"2022/05/14 8:41:58 PM AST","Andina Venezolana del Repuesto, Carrera 6 Bis, San Cristóbal, Táchira"
"2022/05/14 8:42:20 PM AST","INVERSIONES ARANGO TECHNOLOGY C,A, Caracas, Miranda"
"2022/05/14 8:42:40 PM AST","Blue Store, Caracas, Miranda"
"2022/05/14 8:42:57 PM AST","Mamro Cell, Caracas, Distrito Capital"
"2022/05/14 8:43:15 PM AST","Maison Plaza, Caracas, Miranda"
"2022/05/14 8:43:31 PM AST","V58 Store City Market 1, Bulevar de Sabana Grande, Caracas, Distrito Capital"
"2022/05/14 8:43:57 PM AST","Mr.ShopCcs, Caracas, Distrito Capital"
"2022/05/14 8:44:14 PM AST","Perfumescss Metrocenter, Caracas, Distrito Capital"
"2022/05/14 8:44:35 PM AST","Kiosko Restaurant mi Rinconcito, Calle Real De Playa Verde, Maiquetía, La Guaira"
"2022/05/14 9:40:56 PM AST","Frigorífico El Imperio del Pollo, Avenida El Ejército, Catia La Mar, La Guaira"
"2022/05/14 9:41:33 PM AST","Kiosko restaurant Oshun, Calle Real De Playa Verde, Maiquetía, La Guaira"
"2022/05/14 9:41:48 PM AST","Inversiones Tocoquera 2021, C.A., Caracas, Distrito Capital"
"2022/05/14 9:42:21 PM AST","PC MANIA, C.A., Av. Francisco de Miranda, Multicentro Empresarial del Este, Edif. Central Planta Baja, Local PB-24, Caracas 1060, Miranda"
"2022/05/14 9:42:37 PM AST","Mini Market DS, C.A, Maiquetía, La Guaira"
"2022/05/14 9:43:04 PM AST","TecnoLion MerpoEste, Centro Comercial MerpoEste, Calle Los Ángeles, Caracas, Distrito Capital"
"2022/05/14 9:43:22 PM AST","Lolar store, Caracas, Distrito Capital"
"2022/05/14 9:43:36 PM AST","Los Golfeados de Samuel, Calle Chico Carrasquel, Caracas, Miranda"
"2022/05/14 9:44:44 PM AST","Inversiones Samar, Calle Los Ángeles, Caracas, Miranda"
"2022/05/14 9:45:22 PM AST","local 9, Joyeria Liria C. A., Caracas, Miranda"
"2022/05/14 9:51:03 PM AST","Maniceria Parque Caracas, c.a, Caracas, Distrito Capital"
"2022/05/14 9:51:38 PM AST","local 9, Joyeria Liria C. A., Caracas, Miranda"
"2022/05/14 9:51:52 PM AST","Katrina Electronics, Caracas, Distrito Capital"
"2022/05/14 9:52:28 PM AST","Almicell, Caracas, Distrito Capital"
"2022/05/14 9:52:40 PM AST","T lo tengo 31, C.A, Caracas, Distrito Capital"
"2022/05/14 9:54:28 PM AST","Panaderia el cubo Azul c.a., Av oeste 6 esquina de Mercaderes con esquina la Gorda Caracas, 1010, Distrito Capital"
"2022/05/14 10:07:39 PM AST","Junqui Fresas Norkys Chacao, Caracas, Miranda"
"2022/05/14 10:08:24 PM AST","DeliExpress Barrio Obrero, Pasaje Acueducto, San Cristóbal, Táchira"
"2022/05/14 10:08:48 PM AST","Kiosco mi orgullo, Calle Real De Playa Verde, Maiquetía, La Guaira"
"2022/05/14 10:09:22 PM AST","Antojitos Restaurant, Catia La Mar, La Guaira"
"2022/05/14 10:10:08 PM AST","Kanji Sushi Barquisimeto, Calle 15, Barquisimeto, Lara"
"2022/05/14 10:10:45 PM AST","Metrolandia center 18k C.A, Caracas, Distrito Capital"
"2022/05/14 10:11:38 PM AST","Delicatessen Willson 2, local A, Avenida Andrés Bello, Caracas, Distrito Capital"
"2022/05/14 10:12:07 PM AST","Oasis H²O, Transversal 2 Sur, Caracas, Distrito Capital"
"2022/05/14 10:12:27 PM AST","Home Clean JC, urbanización, local 10, Caracas, Distrito Capital"
"2022/05/14 10:12:46 PM AST","Plaza Bolívar, Caracas, Distrito Capital"
"2022/05/14 10:13:03 PM AST","Game Play Centro, Avenida Urdaneta, Caracas, Distrito Capital"
"2022/05/14 10:13:22 PM AST","Cindy's Studio, La Guaira"
"2022/05/14 10:13:37 PM AST","Restaurante Las Vegas II,C.A, Caracas, Distrito Capital"
"2022/05/14 10:14:32 PM AST","El Papá de las Gorras, C.A, Caracas, Distrito Capital"
"2022/05/14 10:14:50 PM AST","Inversiones FASYMJ, C.A, Caracas, Distrito Capital"
"2022/05/14 10:15:05 PM AST","ABA Electronic, C.A, Caracas, Distrito Capital"
"2022/05/14 10:15:19 PM AST","Candy Man Globos RL, Caracas, Distrito Capital"
"2022/05/14 10:15:44 PM AST","MODAKIDS, Centro de Caracas, Urb. Catedral, Caracas, Distrito Capital"
"2022/05/14 10:16:13 PM AST","Inversiones Haysali, Caracas, Distrito Capital"
"2022/05/14 10:19:50 PM AST","4 EVER PHONE, C.A., Avenida Sur 1, Caracas, Distrito Capital"
"2022/05/14 10:20:42 PM AST","inversiones super chick c.a, Avenida Fuerzas Armadas, Caracas, Distrito Capital"
"2022/05/14 10:20:55 PM AST","AquaPalma CA, Local D, Caracas, Distrito Capital"
"2022/05/14 10:21:11 PM AST","Charcutería Fraga 2020, C.A, Caracas, Distrito Capital"
"2022/05/14 10:21:57 PM AST","Charcuteria y delicateses Stuart Little, c.a., Caracas, Distrito Capital"
"2022/05/14 10:22:13 PM AST","Inversiones Alexvall, C.A, Avenida A-1, Caracas, Distrito Capital"
"2022/05/14 10:22:26 PM AST","Inversiones Mascotalandia, Caracas, Distrito Capital"
"2022/05/14 10:22:40 PM AST","Inversiones Mascotalandia II, C.A, Avenida San José Del Ávila, Caracas, Distrito Capital"
"2022/05/14 10:22:53 PM AST","Comercial Santa Ana 2008, C.A, Caracas, Distrito Capital"
"2022/05/14 10:23:37 PM AST","RDCELL 2019, C.A, Caracas, Distrito Capital"
"2022/05/14 10:24:41 PM AST","Al Giorno C.A., Sótano 1 Locales, Avenida Lecuna, Caracas, Distrito Capital"
"2022/05/14 10:25:12 PM AST","Judibana 2010 C.A, Avenida Lecuna, Caracas, Distrito Capital"
"2022/05/14 10:25:28 PM AST","Modas CV C.A., Avenida Lecuna, Caracas, Distrito Capital"
"2022/05/14 10:25:40 PM AST","Luz Publicidad C.A., Avenida Lecuna, Caracas, Distrito Capital"
"2022/05/14 10:26:39 PM AST","Gigis Diseños Exclusivos, Caracas, Distrito Capital"
"2022/05/14 10:26:51 PM AST","Electronica Nivel Urdaneta, Avenida Urdaneta, Caracas, Distrito Capital"
"2022/05/14 10:27:06 PM AST","Only Electronic, Caracas, Distrito Capital"
"2022/05/14 10:27:18 PM AST","Inversiones Pollo Rico 2013, C.A, Caracas, Distrito Capital"
"2022/05/14 10:27:57 PM AST","Limpex Service C.A, Edificio El Tejar y Mohedano, Avenida Lecuna, Caracas 1015, Distrito Capital"
"2022/05/14 10:28:21 PM AST","Agropecuaria la fortuna, Caracas, Distrito Capital"
"2022/05/14 10:28:37 PM AST","Distribuidora Hortifrutas XXI, C.A, Caracas, Distrito Capital"
"2022/05/14 10:29:14 PM AST","ToyoMotors Malpica, Calle 5, San Cristóbal, Táchira"
"2022/05/14 10:29:44 PM AST","El Buen Sabor Andino, Caracas, Distrito Capital"
"2022/05/14 10:30:05 PM AST","Mundi Partes Alejandro, Calle 5, San Cristóbal, Táchira"
"2022/05/14 10:30:31 PM AST","Inversiones Olofidio Mary, C.A, Bulevar de Sabana Grande, Caracas, Distrito Capital"
"2022/05/14 10:31:01 PM AST","Repuestos Orlando Motos, Calle 5, San Cristóbal, Táchira"
"2022/05/14 10:41:03 PM AST","AdriCar's, carrera 5, San Cristóbal, Táchira"
"2022/05/14 10:41:24 PM AST","Bar y Restaurante El Meson De Cervantes, Avenida Urdaneta, Caracas, Distrito Capital"
"2022/05/14 10:41:43 PM AST","Proyectos Yaku Kiria Refill, Caracas, Distrito Capital"
"2022/05/14 10:41:56 PM AST","Repuestos Viking Moto, C.A, Caracas, Distrito Capital"
"2022/05/14 10:42:09 PM AST","BRYGA 325748, C.A, Caracas, Distrito Capital"
"2022/05/14 10:42:27 PM AST","Víveres Deisy, Caracas, Distrito Capital"
"2022/05/14 10:42:39 PM AST","Nomada Store, Caracas, Distrito Capital"
"2022/05/14 10:42:58 PM AST","Autopartes Hidalgo Todo Corsa, 5ta. Avenida ""Francisco García de Hevia"", San Cristóbal, Táchira"
"2022/05/14 10:43:22 PM AST","Luncheria Madame Fru Fru self service., Caracas, Distrito Capital"
"2022/05/14 10:43:53 PM AST","Óptica Contact-o-Lent C.A, Caracas, Miranda"
